Date,Open,High,Low,Close,Adj Close,Volume
2010-05-17,353.339996,359.970001,347.100006,359.390015,359.216217,0
2010-05-18,362.679993,363.730011,347.369995,348.850006,348.681305,0
2010-05-19,347.660004,354.700012,342.589996,350.839996,350.670319,0
2010-05-20,343.709991,348.779999,334.350006,340.600006,340.435272,0
2010-05-21,335.989990,354.329987,334.579987,349.109985,348.941132,0
2010-05-24,347.209991,350.929993,342.119995,342.540009,342.374359,0
2010-05-25,333.880005,344.779999,328.070007,344.510010,344.343384,0
2010-05-26,348.149994,355.019989,343.070007,343.779999,343.613739,0
2010-05-27,350.649994,361.700012,350.579987,361.549988,361.375122,0
2010-05-28,361.010010,361.290009,350.619995,355.660004,355.488007,0
2010-06-01,354.079987,359.519989,347.380005,347.609985,347.441864,0
2010-06-02,349.200012,360.269989,347.989990,360.200012,360.025818,0
2010-06-03,361.079987,365.910004,358.470001,364.450012,364.273743,0
2010-06-04,357.869995,362.149994,346.649994,348.480011,348.311462,0
2010-06-07,349.829987,352.260010,334.880005,335.839996,335.677582,0
2010-06-08,335.779999,337.000000,326.239990,334.579987,334.418182,0
2010-06-09,337.950012,344.790009,330.540009,332.059998,331.899414,0
2010-06-10,337.910004,345.119995,337.829987,344.690002,344.523285,0
2010-06-11,341.429993,350.029999,340.290009,349.529999,349.360962,0
2010-06-14,354.209991,358.940002,351.399994,351.970001,351.799774,0
2010-06-15,354.420013,372.309998,354.399994,371.470001,371.290344,0
2010-06-16,369.269989,375.739990,365.369995,373.089996,372.909546,0
2010-06-17,375.100006,375.299988,365.769989,372.390015,372.209900,0
2010-06-18,372.070007,374.829987,369.489990,371.209991,371.030457,0
2010-06-21,376.299988,377.510010,365.320007,368.040009,367.862000,0
2010-06-22,369.880005,373.579987,360.450012,361.390015,361.215240,0
2010-06-23,362.559998,367.399994,356.010010,362.880005,362.704498,0
2010-06-24,361.869995,361.869995,350.380005,352.220001,352.049652,0
2010-06-25,352.959991,354.019989,345.869995,352.089996,351.919708,0
2010-06-28,352.660004,357.920013,349.570007,354.109985,353.938721,0
2010-06-29,346.640015,346.640015,335.559998,337.670013,337.506714,0
2010-06-30,337.700012,342.209991,331.489990,332.299988,332.139282,0
2010-07-01,332.320007,335.859985,323.640015,333.109985,332.948883,0
2010-07-02,333.369995,334.799988,326.059998,331.600006,331.439636,0
2010-07-06,336.269989,339.890015,327.950012,331.149994,330.989838,0
2010-07-07,331.910004,348.260010,331.630005,347.869995,347.701752,0
2010-07-08,350.089996,351.380005,341.660004,347.619995,347.451874,0
2010-07-09,347.140015,351.579987,345.320007,351.359985,351.190063,0
2010-07-12,351.420013,356.790009,350.730011,355.329987,355.158142,0
2010-07-13,359.779999,364.549988,357.619995,362.829987,362.654510,0
2010-07-14,367.320007,370.100006,359.779999,361.859985,361.684967,0
2010-07-15,362.000000,362.160004,354.260010,361.089996,360.915375,0
2010-07-16,358.559998,359.290009,348.929993,349.160004,348.991150,0
2010-07-19,351.420013,358.480011,350.130005,357.940002,357.766876,0
2010-07-20,349.059998,358.570007,344.920013,358.130005,357.956787,0
2010-07-21,359.589996,360.059998,350.140015,351.130005,350.960175,0
2010-07-22,354.149994,364.480011,354.140015,362.660004,362.484619,0
2010-07-23,360.459991,365.200012,357.339996,364.529999,364.353699,0
2010-07-26,364.660004,369.500000,360.690002,369.500000,369.321289,0
2010-07-27,370.880005,371.040009,364.570007,366.079987,365.902924,0
2010-07-28,363.859985,367.380005,357.709991,359.470001,359.296143,0
2010-07-29,360.079987,361.140015,347.709991,352.519989,352.349487,0
2010-07-30,347.540009,350.950012,342.579987,348.809998,348.641296,0
2010-08-02,352.739990,356.640015,350.260010,354.940002,354.768341,0
2010-08-03,353.500000,353.510010,348.359985,351.250000,351.080139,0
2010-08-04,352.049988,354.910004,348.059998,354.709991,354.538452,0
2010-08-05,352.190002,355.470001,350.380005,352.440002,352.269562,0
2010-08-06,349.059998,354.440002,347.250000,351.750000,351.579895,0
